             eV             nm  Absorbance(f)     XX(length)     YY(length)     ZZ(length)      R(length)   XX(velocity)   YY(velocity)   ZZ(velocity)    R(velocity)
         5.4585       227.1400         0.0141        -1.5224         0.7867       120.2419        39.8354       175.1420       -32.6154         0.2348        47.5871
         5.4622       226.9900         0.0281       -11.7043       -27.2587        -1.6842       -13.5491       -43.8490         4.3285        -0.3246       -13.2817
         5.4629       226.9600         0.0143       151.4853        17.3812         2.6795        57.1820        15.7815        77.2072        54.9777        49.3221
         5.4642       226.9000         0.0021        -0.4794         0.0118       -55.9489       -18.8055       -46.3840        -8.4091        -0.1026       -18.2986
         5.4674       226.7700         0.0009        -5.4692        -1.7839         3.6049        -1.2161        -3.2072         2.0437        -4.4906        -1.8847
         5.4688       226.7100         0.0050         1.9623         0.5857        38.1414        13.5631         7.4199        30.6294         1.2661        13.1051
         5.4718       226.5900         0.0008         0.6092        -0.2174       -10.8514        -3.4865       -28.3995        17.5672         0.6019        -3.4101
         5.4722       226.5700         0.0002         0.5466        -1.7047        -1.1901        -0.7827        -5.4948         1.6919         6.0223         0.7398
         5.4756       226.4300         0.0039         0.0197        -0.0855       -65.4640       -21.8433        -8.4126       -49.8641        -0.7933       -19.6900
         5.4794       226.2700         0.0014        -1.1705         5.8877       -22.0850        -5.7893         3.9572       -14.3335        -2.3730        -4.2498
         5.4804       226.2300         0.0195        21.9275       -41.1356         0.5613        -6.2156        28.1067        -5.5239       -39.8071        -5.7414
         5.4827       226.1400         0.0220        31.3407        69.4454        -3.1735        32.5375       113.1159        12.3767       -37.9922        29.1668
         5.4834       226.1100         0.0304         0.1924        -0.1137      -154.9965       -51.6392      -244.3258        88.5853        -0.3873       -52.0426
         5.4858       226.0100         0.0018       -17.2419         1.5396        -0.0019        -5.2347       -13.7246        -9.1858        12.7716        -3.3796
         5.4884       225.9000         0.0011        -1.0684         2.8170        16.5155         6.0880        11.1025        -0.9662         0.2665         3.4676
         5.4895       225.8600         0.0221         7.0935        12.9625        -4.0125         5.3478        28.3168        21.7311       -34.7200         5.1093
         5.4927       225.7200         0.0014         0.3389         0.7707        -9.4309        -2.7737        -9.1174         5.0081        -0.3851        -1.4981
         5.4952       225.6200         0.0482       -46.2943         0.8237        -0.6802       -15.3836         4.0500       -33.2588       -11.8232       -13.6774
         5.4993       225.4600         0.0034       -11.5035         6.3123         0.9000        -1.4304         3.1508        -8.4804         2.7344        -0.8651
         5.4999       225.4300         0.0102        -0.9396        -1.6401       -61.3360       -21.3052       -78.7766        15.7443        -2.1075       -21.7133
         5.5008       225.3900         0.0226         2.1533       -76.6017        -6.7245       -27.0576       -27.6733        13.2366       -66.5973       -27.0113
         5.5020       225.3500         0.0189         0.0755       -15.6200       -14.4600       -10.0015       -27.7526        12.2695       -14.4669        -9.9834
         5.5048       225.2300         0.0004         0.2300         0.2638        -0.6248        -0.0437        -6.9767         6.9156         0.1982         0.0457
         5.5109       224.9800         0.0287        93.7347      -123.2072         0.8860        -9.5288       -74.0310        32.3346         7.7132       -11.3277
         5.5131       224.8900         0.0055        -2.1699         8.8932        30.3919        12.3717        55.2763       -18.5087        -0.2675        12.1667
         5.5142       224.8500         0.0054        -4.4533         8.9209        33.1845        12.5507        58.9863       -21.2956        -0.2375        12.4844
         5.5206       224.5800         0.0106        20.7876       -27.8542         0.0240        -2.3475        -8.5726         5.7882        -5.1692        -2.6512
         5.5211       224.5600         0.0137        -1.3446       219.3141         2.9996        73.6564       122.8350       -14.6770       111.2764        73.1448
         5.5221       224.5200         0.0143        -1.4041        50.6340        36.3543        28.5281       124.2439       -66.1650        26.8125        28.2972
         5.5250       224.4100         0.0110        72.7183        74.0777         1.8651        49.5537        49.4597        27.9621        61.9919        46.4713
         5.5257       224.3800         0.0014         0.6443         4.6868        24.4424         9.9245        15.0239        11.3555         2.2267         9.5354
         5.5294       224.2300         0.0065         1.0351        -2.2792        -1.5429        -0.9290        58.1026       -61.7532         0.7215        -0.9764
         5.5333       224.0700         0.0008         2.3933        -0.5734         4.1683         1.9961         1.2305         0.6855         1.9013         1.2724
         5.5342       224.0300         0.1305       -78.0193      -169.4322         0.1105       -82.4470      -171.8411       -24.0641       -45.4720       -80.4591
         5.5352       223.9900         0.0157       -28.4141        -0.3653        -0.0150        -9.5981        30.0086        -9.5327       -46.3526        -8.6256
         5.5381       223.8800         0.0071        -0.6680        -0.7688      -110.6456       -37.3608       -99.8905       -14.7598        -0.5313       -38.3939
         5.5414       223.7400         0.0397        -0.1939        -0.0279      -234.7744       -78.3321      -191.0603       -52.1137        -1.4520       -81.5420
         5.5418       223.7200         0.0041        -0.0880        -5.1059        -9.6027        -4.9322        27.3271         0.1399       -42.3695        -4.9675
         5.5436       223.6500         0.0114         0.8595        -0.0053        81.7679        27.5407       107.4194       -23.0575         0.2175        28.1931
         5.5440       223.6400         0.0065         0.1161         1.1317        27.5747         9.6075        30.8633        -8.7282         4.8071         8.9808
         5.5453       223.5900         0.0193         2.0978        -6.0248         0.4625        -1.1548        -8.7694       -20.5467        25.3467        -1.3231
         5.5465       223.5400         0.0207        -2.4042         0.6838       -78.4457       -26.7220       -84.3242         5.9982        -2.6000       -26.9753
         5.5494       223.4200         0.0287         0.2834         2.5759      -113.4763       -36.8723      -136.0250        20.0404         2.7972       -37.7292
         5.5512       223.3500         0.0038         2.2150         0.2241       -64.0346       -20.5318       -68.2763         6.2232         0.7066       -20.4488
         5.5526       223.2900         0.0428       -66.8217        30.6345         0.9251       -11.7540         4.3596       -56.6718        20.4243       -10.6293
         5.5564       223.1400         0.0408      -182.1888       110.6451        -1.8091       -24.4509       155.6794       -85.2871      -125.7643       -18.4573
         5.5614       222.9400         0.0012        -2.1591         5.8662       -12.1709        -2.8213         3.6933        -9.2774        -0.6813        -2.0884
         5.5627       222.8900         0.0054         0.1826        88.5010        -0.3188        29.4549        86.2246        -6.3422         9.7627        29.8817
         5.5664       222.7400         0.0022        11.5566       -22.8610         9.8091        -0.4985       -10.6988        12.2005        -7.9145        -2.1376
         5.5670       222.7100         0.0006         1.9926       -11.1509         9.9281         0.2566        -3.7098         6.0219        -7.1722        -1.6201
         5.5685       222.6500         0.0001        -6.3724        -1.9016         0.0118        -2.7540        -1.9913        -3.1610        -6.0094        -3.7205
         5.5704       222.5700         0.0107         0.2120        -0.7474        82.9381        27.4676       108.6241       -19.9652         0.2499        29.6363
         5.5723       222.5000         0.0006        -0.1251        -0.8611        40.7426        13.2522        27.7947        12.3394        -0.5729        13.1871
         5.5759       222.3600         0.0502       100.1510       -18.7017       -21.2531        20.0654      -100.5768        10.3076       146.1737        18.6348
         5.5760       222.3500         0.0182        15.0095       -29.5306      -101.0959       -38.5390      -109.5584       -31.0743        20.4044       -40.0761
         5.5774       222.3000         0.0073        -5.8621        79.7055        -7.1675        22.2253        68.5991        -6.9550         6.9729        22.8723
         5.5824       222.1000         0.0024         0.1338         0.3227        -0.9418        -0.1618       -17.6848        16.9932         0.0889        -0.2009
         5.5876       221.8900         0.0012        -1.5359         0.0129       -10.0705        -3.8645       -10.1375         3.9168        -0.8930        -2.3713
         5.5887       221.8500         0.0717        15.2304         7.5187        -1.5203         7.0763         2.4479        43.1828       -29.9698         5.2203
         5.5888       221.8500         0.0107       -24.5114       -30.3484         0.4144       -18.1485       -18.7599       -15.7890       -13.6683       -16.0724
         5.5908       221.7600         0.0015         0.3626        -0.9201        17.1478         5.5301        41.2651       -20.9990        -0.2621         6.6680
         5.5944       221.6200         0.0008         1.3134        -0.4830        -0.3417         0.1629        10.7659       -10.2513        -0.0314         0.1611
         5.5965       221.5400         0.0040         0.5600         1.3060       -47.9937       -15.3759       -31.4782       -14.5889         0.0270       -15.3467
         5.5980       221.4800         0.0115        -4.0753       -10.0319        -0.3072        -4.8048         1.7453        19.7255       -36.0962        -4.8751
         5.6013       221.3500         0.0157        20.7364        -5.4856        -0.3825         4.9561       -28.0693         0.6142        39.2874         3.9441
         5.6031       221.2800         0.0028         3.9939        -1.1237        -1.5875         0.4276        -3.3016         2.0979         2.9332         0.5765
         5.6039       221.2500         0.0818         9.4851         2.8101       -42.0866        -9.9305       -73.0567        36.5975         4.5015       -10.6525
         5.6059       221.1700         0.0582       125.5125       -13.6981        -1.8421        36.6574       -32.4436        35.4686        93.6150        32.2133
         5.6104       220.9900         0.0084        24.2188         0.7404        39.3119        21.4237        29.8050        23.1788        10.1444        21.0427
         5.6119       220.9300         0.0128        48.3808         0.0995        20.9709        23.1504        11.6778        40.1339        14.0441        21.9519
         5.6146       220.8300         0.0321         6.2907        20.6719       -30.8756        -1.3043       -21.7543        -2.4564        18.8198        -1.7969
         5.6153       220.8000         0.0370         9.9056        27.8008       -21.6170         5.3631         0.4148         0.3561        12.9441         4.5717
         5.6197       220.6300         0.0002        -0.0992        -0.3011        -0.6320        -0.3441        -5.8778         0.8890        -0.4997        -1.8295
         5.6211       220.5700         0.0225        33.7322       -69.6190        -3.3666       -13.0845         9.6935        21.1185       -69.4763       -12.8881
         5.6226       220.5100         0.0104        13.5862       -12.0975       -39.3882       -12.6332       -39.5789        14.8476       -13.4476       -12.7263
         5.6260       220.3800         0.0128       -32.9210         5.7468         4.5446        -7.5432       -34.2571         1.5863        12.0557        -6.8717
         5.6272       220.3300         0.0016        -2.4898        -1.4965         6.9635         0.9924        -5.8208         4.7089         1.3466         0.0782
         5.6286       220.2700         0.0025        -0.0061        -0.3037         1.5853         0.4251       -17.5983        19.5858        -0.5226         0.4883
         5.6314       220.1600         0.0132       103.8824        13.4351         7.0821        41.4665       -29.8412        32.4720       124.6922        42.4410
         5.6328       220.1100         0.0122        46.4126         1.6053        15.5030        21.1736       -20.7462        21.3372        63.1930        21.2613
         5.6344       220.0500         0.0258       -15.1257       -58.5204         3.6603       -23.3286       -48.3250         6.3213       -25.0487       -22.3508
         5.6367       219.9600         0.0010        -0.1860        -0.8403        45.6461        14.8733        57.1296        -8.1328        -0.1473        16.2832
         5.6407       219.8000         0.0047        -4.8033         6.8165         6.1898         2.7343         9.0905        -8.6758         5.5897         2.0015
         5.6438       219.6800         0.0129         4.6352       -36.2567        -6.5281       -12.7165       -33.1089       -15.2787        16.3423       -10.6817
         5.6447       219.6500         0.0315         4.4175       -10.7295       -11.5480        -5.9533        42.5224       -60.8736         2.8854        -5.1553
         5.6482       219.5100         0.0319        -0.6861       111.1828         1.0081        37.1683       144.1564        -2.9743       -33.5893        35.8643
         5.6520       219.3600         0.0004        -0.0261        -3.0277         0.3368        -0.9057        -3.0250        -0.1622        -0.1043        -1.0971
         5.6531       219.3200         0.0222        -4.7955       -88.8510        -1.7067       -31.7844       -54.2417         5.8621       -52.3252       -33.5683
         5.6548       219.2600         0.0069         2.3210         0.9480       -30.5236        -9.0848       -43.5616        13.7001         1.0140        -9.6158
         5.6575       219.1500         0.0224        56.8004         1.4462        -3.3569        18.2965        -8.7494        -0.0684        58.4421        16.5414
         5.6578       219.1400         0.0029         8.1768        -4.0156        -4.5135        -0.1175        -7.5983         9.9592        -4.6095        -0.7495
         5.6585       219.1100         0.0105        11.7726       -32.5858       -23.5225       -14.7786      -122.7312        40.4510        35.6717       -15.5362
         5.6604       219.0400         0.0028        -0.5075         1.0882       -34.8244       -11.4145       -69.6001        36.9265        -0.2444       -10.9726
         5.6655       218.8400         0.0038        26.6719        14.2866        -1.1745        13.2613        -7.0731        18.9671        25.8277        12.5739
         5.6674       218.7700         0.0089       -13.0899       -43.1385        -0.7608       -18.9964       -16.4695       -14.7880       -21.1121       -17.4566
         5.6699       218.6700         0.0019        -0.6982         1.8619        47.6559        16.2732        19.2728        20.0762        -1.1191        12.7433
         5.6722       218.5800         0.0119         0.4904        31.1274         2.0799        11.2326        58.3940         4.0376       -26.6374        11.9314
         5.6729       218.5600         0.0110        -4.8890         3.5434         1.4094         0.0213        -1.0922        -1.1524         3.0307         0.2621
         5.6739       218.5200         0.0113       -49.3395         9.9065        -1.8355       -13.7562        39.0139       -23.0813       -49.0260       -11.0312
         5.6765       218.4200         0.0661        -0.2597         3.4994        47.0214        16.7537       -94.3234       141.7181         1.9906        16.4618
         5.6774       218.3800         0.0087        -5.6152        19.7258        -1.6576         4.1510        -7.1007         2.2373        18.2666         4.4677
         5.6780       218.3600         0.0095        -3.2449         8.2696        -2.2486         0.9254        -7.6856         3.4397         7.8840         1.2127
         5.6832       218.1600         0.0058        -0.0718        -0.0060        36.3925        12.1049        49.8230       -17.6324        -0.0486        10.7140
         5.6850       218.0900         0.0027         5.3570        -0.1190        13.8390         6.3590        -4.3297        10.6207         6.5482         4.2797
         5.6869       218.0200         0.0223        70.0757         3.4333        -2.5906        23.6395       -24.2974        28.6694        59.6190        21.3303
         5.6893       217.9300         0.0073        43.6615       -31.9605        -0.1974         3.8345       -51.8253        22.7768        23.7550        -1.7645
         5.6907       217.8700         0.0073        17.2028        75.2948         0.0889        30.8622        99.7688         0.7050       -14.9382        28.5119
         5.6920       217.8200         0.0019         2.1998        18.0065         5.3831         8.5298        18.7964         9.7886        -4.9538         7.8771
         5.6980       217.5900         0.0047         0.0088        -1.0473       -46.2823       -15.7736       -57.4966        15.0554        -0.9732       -14.4715
         5.6998       217.5200         0.0592       -60.9380        11.5313         0.1987       -16.4026         3.8540       -58.9238         6.9823       -16.0292
